geografie,geslacht,migratieachtergrond,huishouden,bins,uitkomst,N,mean,parents_income,opleiding_ouders,type,uitkomst_NL,subgroep,sample,sd
Oldenzaal,Vrouwen,Zonder migratieachtergrond,Totaal,20% - 30%,c30_age_left_parents,58,21.94827586,59.80342852,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Oldenzaal,Vrouwen,Zonder migratieachtergrond,Totaal,30% - 40%,c30_age_left_parents,58,22.20689655,68.56037058,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Oldenzaal,Vrouwen,Zonder migratieachtergrond,Totaal,40% - 50%,c30_age_left_parents,58,22.05172414,78.63656347,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Oldenzaal,Vrouwen,Zonder migratieachtergrond,Totaal,50% - 60%,c30_age_left_parents,58,21.77586207,86.56701481,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Oldenzaal,Vrouwen,Zonder migratieachtergrond,Totaal,60% - 70%,c30_age_left_parents,58,21.79310345,95.58417688,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Oldenzaal,Vrouwen,Zonder migratieachtergrond,Totaal,70% - 80%,c30_age_left_parents,58,21.43103448,106.4752025,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Oldenzaal,Vrouwen,Zonder migratieachtergrond,Totaal,80% - 90%,c30_age_left_parents,58,20.93103448,126.6090416,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Oldenzaal,Vrouwen,Zonder migratieachtergrond,Totaal,90% - 100%,c30_age_left_parents,58,21.46551724,196.7677057,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Oldenzaal,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,0% - 10%,c30_age_left_parents,54,21.83333333,31.8241136,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Oldenzaal,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,10% - 20%,c30_age_left_parents,54,23.09259259,50.97077811,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Oldenzaal,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,20% - 30%,c30_age_left_parents,54,22.16666667,61.91009204,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Oldenzaal,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,30% - 40%,c30_age_left_parents,53,22.01886792,70.95541395,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Oldenzaal,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,40% - 50%,c30_age_left_parents,53,21.88679245,80.52992351,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Oldenzaal,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,50% - 60%,c30_age_left_parents,53,22.05660377,87.99099458,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Oldenzaal,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,60% - 70%,c30_age_left_parents,53,21.75471698,97.00870444,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Oldenzaal,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,70% - 80%,c30_age_left_parents,53,21.47169811,107.737004,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Oldenzaal,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,80% - 90%,c30_age_left_parents,53,20.90566038,127.6727487,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Oldenzaal,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,90% - 100%,c30_age_left_parents,53,21.43396226,199.6579884,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Totaal,Totaal,0% - 10%,c30_age_left_parents,120,23.83333333,23.57244969,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Totaal,Totaal,10% - 20%,c30_age_left_parents,120,24.55833333,40.2016575,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Totaal,Totaal,20% - 30%,c30_age_left_parents,118,25.28813559,49.8464359,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Totaal,Totaal,30% - 40%,c30_age_left_parents,118,23.94067797,57.3135829,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Totaal,Totaal,40% - 50%,c30_age_left_parents,118,24.06779661,63.88012883,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Totaal,Totaal,50% - 60%,c30_age_left_parents,118,23.66101695,72.48906589,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Totaal,Totaal,60% - 70%,c30_age_left_parents,118,23.38983051,83.64758579,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Totaal,Totaal,70% - 80%,c30_age_left_parents,118,23.1779661,95.51798774,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Totaal,Totaal,80% - 90%,c30_age_left_parents,118,23.11864407,111.0400392,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Totaal,Totaal,90% - 100%,c30_age_left_parents,118,21.6779661,159.6686421,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Totaal,Tweeoudergezin,0% - 10%,c30_age_left_parents,112,23.8125,24.7695897,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Totaal,Tweeoudergezin,10% - 20%,c30_age_left_parents,112,24.94642857,41.89258127,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Totaal,Tweeoudergezin,20% - 30%,c30_age_left_parents,112,25.08035714,50.70902988,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Totaal,Tweeoudergezin,30% - 40%,c30_age_left_parents,112,24.17857143,57.9601563,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Totaal,Tweeoudergezin,40% - 50%,c30_age_left_parents,112,24.00892857,64.50827045,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Totaal,Tweeoudergezin,50% - 60%,c30_age_left_parents,111,23.54951299,73.22151953,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Totaal,Tweeoudergezin,60% - 70%,c30_age_left_parents,110,23.51818182,84.35507122,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Totaal,Tweeoudergezin,70% - 80%,c30_age_left_parents,110,22.98181818,96.33964628,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Totaal,Tweeoudergezin,80% - 90%,c30_age_left_parents,110,23.31818182,111.7579909,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Totaal,Tweeoudergezin,90% - 100%,c30_age_left_parents,110,21.97272727,155.1088643,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Zonder migratieachtergrond,Totaal,0% - 10%,c30_age_left_parents,108,24.34259259,24.51252909,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Zonder migratieachtergrond,Totaal,10% - 20%,c30_age_left_parents,108,24.37037037,41.41159925,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Zonder migratieachtergrond,Totaal,20% - 30%,c30_age_left_parents,108,25.26851852,50.15033387,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Zonder migratieachtergrond,Totaal,30% - 40%,c30_age_left_parents,108,24.14814815,57.52021885,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Zonder migratieachtergrond,Totaal,40% - 50%,c30_age_left_parents,108,23.92592593,63.9283477,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Zonder migratieachtergrond,Totaal,50% - 60%,c30_age_left_parents,108,23.67592593,72.65410794,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Zonder migratieachtergrond,Totaal,60% - 70%,c30_age_left_parents,108,23.43518519,84.12758006,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Zonder migratieachtergrond,Totaal,70% - 80%,c30_age_left_parents,108,23.08333333,96.07062754,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Zonder migratieachtergrond,Totaal,80% - 90%,c30_age_left_parents,108,23.30555556,111.3705601,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Zonder migratieachtergrond,Totaal,90% - 100%,c30_age_left_parents,106,21.74528302,155.186567,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Zonder migratieachtergrond,Tweeoudergezin,0% - 10%,c30_age_left_parents,103,24.03789593,25.55680015,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Zonder migratieachtergrond,Tweeoudergezin,10% - 20%,c30_age_left_parents,102,24.8627451,42.79166228,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Zonder migratieachtergrond,Tweeoudergezin,20% - 30%,c30_age_left_parents,102,25.1372549,50.80087536,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Zonder migratieachtergrond,Tweeoudergezin,30% - 40%,c30_age_left_parents,102,24.28431373,57.94764538,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Zonder migratieachtergrond,Tweeoudergezin,40% - 50%,c30_age_left_parents,102,23.94117647,64.32170916,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Zonder migratieachtergrond,Tweeoudergezin,50% - 60%,c30_age_left_parents,102,23.60784314,73.04399048,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Zonder migratieachtergrond,Tweeoudergezin,60% - 70%,c30_age_left_parents,102,23.62745098,84.36452741,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Zonder migratieachtergrond,Tweeoudergezin,70% - 80%,c30_age_left_parents,102,22.85294118,96.64307821,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Zonder migratieachtergrond,Tweeoudergezin,80% - 90%,c30_age_left_parents,102,23.41176471,111.6849236,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Totaal,Zonder migratieachtergrond,Tweeoudergezin,90% - 100%,c30_age_left_parents,102,21.92156863,152.4812447,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Totaal,Totaal,0% - 10%,c30_age_left_parents,61,25.39344262,24.75013778,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Totaal,Totaal,10% - 20%,c30_age_left_parents,61,25.86885246,41.05406341,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Totaal,Totaal,20% - 30%,c30_age_left_parents,61,26.60655738,49.51121483,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Totaal,Totaal,30% - 40%,c30_age_left_parents,61,25.52459016,57.33261466,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Totaal,Totaal,40% - 50%,c30_age_left_parents,61,25.62295082,64.73145952,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Totaal,Totaal,50% - 60%,c30_age_left_parents,61,24.21311475,74.3409528,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Totaal,Totaal,60% - 70%,c30_age_left_parents,61,24.70491803,84.59476086,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Totaal,Totaal,70% - 80%,c30_age_left_parents,61,24.32786885,95.83757496,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Totaal,Totaal,80% - 90%,c30_age_left_parents,60,24.53333333,111.7077117,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Totaal,Totaal,90% - 100%,c30_age_left_parents,60,22,159.9552924,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Totaal,Tweeoudergezin,0% - 10%,c30_age_left_parents,58,25.01724138,25.69880382,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Totaal,Tweeoudergezin,10% - 20%,c30_age_left_parents,58,26.31034483,42.80165406,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Totaal,Tweeoudergezin,20% - 30%,c30_age_left_parents,57,26.59649123,50.3675049,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Totaal,Tweeoudergezin,30% - 40%,c30_age_left_parents,57,25.70175439,57.94652551,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Totaal,Tweeoudergezin,40% - 50%,c30_age_left_parents,57,25.28070175,65.06759528,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Totaal,Tweeoudergezin,50% - 60%,c30_age_left_parents,57,24.31578947,74.4939898,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Totaal,Tweeoudergezin,60% - 70%,c30_age_left_parents,57,24.56140351,84.83673408,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Totaal,Tweeoudergezin,70% - 80%,c30_age_left_parents,57,24.19298246,95.82748511,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Totaal,Tweeoudergezin,80% - 90%,c30_age_left_parents,57,24.8245614,111.89652,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Totaal,Tweeoudergezin,90% - 100%,c30_age_left_parents,57,22.28070175,155.0392859,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Zonder migratieachtergrond,Totaal,0% - 10%,c30_age_left_parents,55,25.56363636,25.8846334,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Zonder migratieachtergrond,Totaal,10% - 20%,c30_age_left_parents,55,25.69090909,42.02518264,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Zonder migratieachtergrond,Totaal,20% - 30%,c30_age_left_parents,55,26.85454545,49.69062158,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Zonder migratieachtergrond,Totaal,30% - 40%,c30_age_left_parents,55,25.61818182,57.23634997,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Zonder migratieachtergrond,Totaal,40% - 50%,c30_age_left_parents,55,25.32727273,64.22097106,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Zonder migratieachtergrond,Totaal,50% - 60%,c30_age_left_parents,55,24.76363636,73.66393745,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Zonder migratieachtergrond,Totaal,60% - 70%,c30_age_left_parents,55,24.8,84.34356651,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Zonder migratieachtergrond,Totaal,70% - 80%,c30_age_left_parents,55,24.16363636,95.96263372,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Zonder migratieachtergrond,Totaal,80% - 90%,c30_age_left_parents,54,24.98148148,111.8830467,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Zonder migratieachtergrond,Totaal,90% - 100%,c30_age_left_parents,54,22.14814815,153.4966178,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Zonder migratieachtergrond,Tweeoudergezin,0% - 10%,c30_age_left_parents,53,25.0754717,26.50956982,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Zonder migratieachtergrond,Tweeoudergezin,10% - 20%,c30_age_left_parents,53,26.35849057,43.40352934,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Zonder migratieachtergrond,Tweeoudergezin,20% - 30%,c30_age_left_parents,53,26.56603774,50.35682474,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Zonder migratieachtergrond,Tweeoudergezin,30% - 40%,c30_age_left_parents,52,25.75,57.81093741,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Zonder migratieachtergrond,Tweeoudergezin,40% - 50%,c30_age_left_parents,52,25.09615385,64.63145,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Zonder migratieachtergrond,Tweeoudergezin,50% - 60%,c30_age_left_parents,52,24.34615385,73.92857498,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Zonder migratieachtergrond,Tweeoudergezin,60% - 70%,c30_age_left_parents,52,25.01923077,84.50641157,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Zonder migratieachtergrond,Tweeoudergezin,70% - 80%,c30_age_left_parents,52,23.90384615,96.13270216,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Zonder migratieachtergrond,Tweeoudergezin,80% - 90%,c30_age_left_parents,52,25.17307692,112.0390355,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Mannen,Zonder migratieachtergrond,Tweeoudergezin,90% - 100%,c30_age_left_parents,52,22.32692308,153.6560272,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Totaal,Totaal,0% - 10%,c30_age_left_parents,58,22.60344828,22.38333256,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Totaal,Totaal,10% - 20%,c30_age_left_parents,58,23.0862069,38.81451435,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Totaal,Totaal,20% - 30%,c30_age_left_parents,58,23.22413793,50.00854292,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Totaal,Totaal,30% - 40%,c30_age_left_parents,58,22.89655172,57.22118289,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Totaal,Totaal,40% - 50%,c30_age_left_parents,58,23.10344828,63.37265029,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Totaal,Totaal,50% - 60%,c30_age_left_parents,58,22.05172414,70.71545267,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Totaal,Totaal,60% - 70%,c30_age_left_parents,57,22.01754386,82.79450775,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Totaal,Totaal,70% - 80%,c30_age_left_parents,57,22.19298246,95.64385324,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Totaal,Totaal,80% - 90%,c30_age_left_parents,57,21.29824561,110.8372762,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Totaal,Totaal,90% - 100%,c30_age_left_parents,57,21.42105263,159.9786292,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Totaal,Tweeoudergezin,0% - 10%,c30_age_left_parents,54,22.77777778,23.948995,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Totaal,Tweeoudergezin,10% - 20%,c30_age_left_parents,54,23.2962963,40.74236009,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Totaal,Tweeoudergezin,20% - 30%,c30_age_left_parents,54,23.51851852,51.02615067,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Totaal,Tweeoudergezin,30% - 40%,c30_age_left_parents,54,22.77777778,57.76833558,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Totaal,Tweeoudergezin,40% - 50%,c30_age_left_parents,54,23.18518519,63.84977765,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Totaal,Tweeoudergezin,50% - 60%,c30_age_left_parents,54,22.33333333,71.22006111,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Totaal,Tweeoudergezin,60% - 70%,c30_age_left_parents,54,21.96296296,83.05073587,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Totaal,Tweeoudergezin,70% - 80%,c30_age_left_parents,54,22.14814815,96.55137957,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Totaal,Tweeoudergezin,80% - 90%,c30_age_left_parents,54,21.35185185,111.4849697,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Totaal,Tweeoudergezin,90% - 100%,c30_age_left_parents,53,21.66037736,155.1519439,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Zonder migratieachtergrond,Totaal,0% - 10%,c30_age_left_parents,53,22.79245283,23.26017447,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Zonder migratieachtergrond,Totaal,10% - 20%,c30_age_left_parents,53,23.28301887,40.60333455,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Zonder migratieachtergrond,Totaal,20% - 30%,c30_age_left_parents,53,23.49056604,50.72852274,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Zonder migratieachtergrond,Totaal,30% - 40%,c30_age_left_parents,53,22.79245283,57.72045054,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Zonder migratieachtergrond,Totaal,40% - 50%,c30_age_left_parents,53,22.86792453,63.75814547,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Zonder migratieachtergrond,Totaal,50% - 60%,c30_age_left_parents,53,22.41509434,71.53965618,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Zonder migratieachtergrond,Totaal,60% - 70%,c30_age_left_parents,53,21.71698113,83.82971541,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Zonder migratieachtergrond,Totaal,70% - 80%,c30_age_left_parents,53,22.1509434,96.22135224,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Zonder migratieachtergrond,Totaal,80% - 90%,c30_age_left_parents,53,21.47169811,110.640178,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Ommen,Vrouwen,Zonder migratieachtergrond,Totaal,90% - 100%,c30_age_left_parents,53,21.30188679,156.2512553,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Raalte,Totaal,Totaal,Totaal,0% - 10%,c30_age_left_parents,224,23.61607143,27.38060136,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Raalte,Totaal,Totaal,Totaal,10% - 20%,c30_age_left_parents,224,24.30357143,44.19132108,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Raalte,Totaal,Totaal,Totaal,20% - 30%,c30_age_left_parents,224,24.54910714,53.86668956,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Raalte,Totaal,Totaal,Totaal,30% - 40%,c30_age_left_parents,224,24.79910714,62.12062875,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Raalte,Totaal,Totaal,Totaal,40% - 50%,c30_age_left_parents,222,24.04054054,70.76296189,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Raalte,Totaal,Totaal,Totaal,50% - 60%,c30_age_left_parents,222,24.15765766,79.6268493,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Raalte,Totaal,Totaal,Totaal,60% - 70%,c30_age_left_parents,222,23.5,90.01588956,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Raalte,Totaal,Totaal,Totaal,70% - 80%,c30_age_left_parents,222,23.52702703,102.0447491,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Raalte,Totaal,Totaal,Totaal,80% - 90%,c30_age_left_parents,222,22.22972973,119.8343944,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Raalte,Totaal,Totaal,Totaal,90% - 100%,c30_age_left_parents,222,21.13513514,175.6833199,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Raalte,Totaal,Totaal,Tweeoudergezin,0% - 10%,c30_age_left_parents,208,23.93269231,29.35419775,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Raalte,Totaal,Totaal,Tweeoudergezin,10% - 20%,c30_age_left_parents,208,24.34615385,45.50145396,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Raalte,Totaal,Totaal,Tweeoudergezin,20% - 30%,c30_age_left_parents,208,24.92788462,54.80059537,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Raalte,Totaal,Totaal,Tweeoudergezin,30% - 40%,c30_age_left_parents,208,24.69711538,62.86679903,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Raalte,Totaal,Totaal,Tweeoudergezin,40% - 50%,c30_age_left_parents,208,24.17307692,71.44149653,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
